tiger:name_base, "San Francisco", 1
name_1, "28th Avenue", 2
tiger:name_base, "Bay Farm Island", 1
name, "Pearl Street", 4
landuse, "pond", 1
addr:housenumber, "3623", 1
wetap:flow, "good", 0
name, "KY Discount", 0
addr:housenumber, "266,268", 1
addr:housenumber, "3619", 1
name, "Bay Area Auto Repair", 0
tiger:name_base, "Logan", 2
tiger:name_base, "Mountain", 1
name, "Beanery Coffee Roasters", 0
addr:street, "8th Street", 1
building, "apartments", 89
name, "Hansen Avenue", 1
tiger:name_base, "Coral Reef", 2
tiger:name_base, "Comstock", 1
addr:housenumber, "3611", 1
name, "Beverly's Fabric & Crafts", 0
name, "D20 Games", 0
name, "19th Street Oakland", 0
phone, "1-510-533-1425", 1
addr:city, "alameda", 1
tiger:name_base, "Sweet", 2
name, "Mr. Espresso", 1
name, "Faz", 0
name, "Young Avenue", 1
name, "Alameda Grill Hamburgers", 0
phone, "+1 (510) 749-0332", 0
name, "Wake Lane", 2
name, "The Forge Pizzaria", 0
name, "Picardy Drive North", 1
phone, "510-522-1000", 0
name, "Coloma Street", 1
tiger:name_base, "Birdsall", 2
addr:housenumber, "3644", 2
tiger:name_base, "Spruce", 2
name, "Coral Reef Place", 1
addr:housenumber, "2315", 0
addr:housenumber, "2314", 1
tiger:name_base, "Holland", 2
addr:housenumber, "3640", 1
conveying, "yes", 1
old_name, "USCGC Electra", 1
addr:housenumber, "2310", 0
tiger:name_base, "Kenwyn", 1
name, "Extra Space Storage", 3
addr:housenumber, "3637", 1
website, "http://www.overlandoakland.com/", 0
addr:housenumber, "3639", 1
tiger:name_base, "Barnegate Bay", 1
addr:housenumber, "3638", 1
phone, "+1 510 238-9388", 0
name, "Allied Paper Company Building", 1
name, "Harold Street", 1
name, "Yia-Yia's Sandwiches", 0
turn:lanes:backward, "left|", 98
cuisine, "sausage", 0
addr:postcode, "CA", 1
addr:housenumber, "2302", 0
name, "Key System Building", 1
access, "Private to Bike Link Members", 0
addr:housenumber, "2301", 0
tiger:name_base, "Nason", 1
tiger:name_base, "Concordia", 1
operator, "Courtyard", 1
name, "West Ticonderoga Avenue", 1
website, "https://EstaRmortgage.com", 0
tiger:name_base, "9th", 20
addr:housenumber, "3634", 1
addr:housenumber, "2300", 0
name, "The Fat Lady", 0
addr:housenumber, "3630", 0
website, "www.cafeumami.com", 0
tiger:name_base, "Flagg", 1
tiger:name_base, "Purcell", 4
phone, "+1 (510) 763-7711", 1
name, "Tim Auto Repair", 0
tiger:name_type_1, "Fwy", 9
shop, "supermarket", 13
sport, "bowling", 1
tiger:name_base, "California", 5
name, "Caltrans Tunnel&Tube", 0
stop_id, "0358", 0
disused:amenity, "bar", 0
phone, "510-625-8282", 1
name, "Greenwood Avenue", 2
opening_hours, "Mo-Sa 10:00-18:00", 1
name, "Kuhl Frames", 0
denomination, "jehovahs_witness", 1
name, "Oakland Fusion Murals", 0
name, "Polvorosa Avenue", 1
name, "Louisiana Street", 1
operator, "Shell", 0
tiger:name_base, "G", 1
name, "Tyrrell Street", 1
name, "Veterans Memorial Park", 1
name, "international tattoo", 0
name, "Picardy Drive South", 1
name, "Lakeside Demonstration Gardens", 1
name, "USS Hornet Museum", 0
name, "Fremont Municipal Pool", 1
tiger:name_base, "Underwood", 1
gnis:feature_id, "226180", 0
name, "Oakland Color Service", 0
phone, "(510) 522-5700", 0
name, "Barbers Point Road", 1
name, "Egret Court", 1
name, "Alameda Point Soccer Field", 1
phone, "510-532-9694", 1
contact:website, "http://phoaosen.com/", 0
tiger:name_base, "Anderson", 2
gnis:feature_id, "238163", 1
addr:housenumber, "3600", 1
name, "Thanh Thuy", 0
name, "House of Fortune", 0
name, "Salon Hair House", 0
turn:lanes:forward, "left|through|right", 3
amenity, "kindergarten", 0
name, "Jingletown Jazz Room", 0
name, "83rd Avenue", 1
name, "Goodwill", 1
name, "86th Avenue", 1
building:part, "tower", 2
addr:street, "13th Street", 4
gnis:feature_id, "238172", 1
name, "Nick Kuszyk House Mural", 0
tiger:name_base, "Lagoria", 1
name, "Greens and Grains", 0
name, "Cricket", 0
tiger:name_base, "Kingsley", 4
source, "bing approx- please update", 1
addr:housename, "VN. Auto Service Center", 1
tiger:name_base, "Weiss", 1
tiger:name_base, "Fillmore", 2
addr:housename, "My Dream Bridal Fashion", 1
name, "Notre Dame High School", 0
tiger:name_base, "Eagle", 6
name, "Hobnob", 0
tiger:name_base, "El Carmello", 1
name, "Veterans Memorial Building", 0
turn:lanes:forward, "left|", 92
name, "67th Avenue", 2
name, "Hillsborough Street", 1
ref:left, "1A", 0
name, "Bay Auto Center", 0
tiger:name_base, "77th", 2
name, "Koret Foundation Critical Care and Clinical Center", 1
website, "http://www.shandongrestaurantsf.com", 0
name, "Central Avenue", 16
gnis:feature_id, "1670774", 1
gnis:feature_id, "1670776", 0
gnis:feature_id, "1670778", 0
ref, "OK-L7-2", 0
gnis:feature_id, "1670777", 0
name_1, "Poplar Court", 1
amenity, "childcare", 1
ref, "OK-L7-1", 0
name, "George V. Arth & Son", 1
gnis:feature_id, "1670770", 0
addr:housenumber, "2375", 1
tiger:name_base, "Pearl Harbor", 2
addr:housenumber, "1045", 0
name, "Deering Court", 1
name, "Millington Court", 1
website, "http://www2.oaklandnet.com/Government/o/opr/s/boating/OAK029815", 1
name, "Columbian Gardens", 1
operator, "United States Postal Service", 0
name, "Lagoria Court", 1
name, "Oakgrove Plaza South", 1
name_1, "8th Street", 2
addr:housenumber, "254,256,258,260", 1
gnis:feature_id, "1670765", 1
building, "produce", 1
addr:housenumber, "1030", 2
note, "jet", 0
addr:housenumber, "1031", 0
name, "Communite Table", 0
name, "Blue Bottle Coffee Co", 1
amenity, "event", 1
gnis:feature_id, "1670767", 1
gnis:feature_id, "1670769", 0
gnis:feature_id, "1670768", 0
addr:housenumber, "1036", 0
shop, "nails;_hair", 0
turn:lanes, "|through|through;right", 2
alt_name, "Simpson Center for Girls", 1
addr:housenumber, "1033", 0
gnis:feature_id, "1670760", 0
addr:housename, "Pasteleria La Favorita", 0
highway, "primary", 346
tiger:name_base, "15th", 26
name, "Wesley Avenue", 3
destination:ref, "I 580 West", 8
turn:lanes:backward, "left;through;right|right", 1
name, "Temple Tattoo", 0
name, "Abura-ya", 0
AREAID, "110167290219", 1
hist_name, "California Packing Corporation", 1
tiger:name_base, "Tahiti", 1
tiger:name_base, "Toyon", 1
amenity, "fast_food", 15
tiger:name_base, "Veteran", 1
name, "Excellent Commercial Center", 1
addr:housenumber, "1068", 0
name, "Blue Dot Cafe & Coffee Bar", 0
name, "Davan Thai Cuisine", 0
name, "Fruitvale Dry Cleaners", 0
name, "Cumberland Way", 1
AREAID, "110167290220", 1
sidewalk, "separate", 15
tiger:name_type, "Pass", 1
name, "Loard's Ice Cream", 0
tiger:name_base, "Alaska Packer", 1
name, "Trestle Glen Road", 1
addr:housenumber, "1050", 2
name:en, "Bladium Sports & Fitness Club", 0
tiger:name_base, "Limerick", 1
shop, "seafood", 0
name, "Ohlone Street", 1
tiger:name_type, "Path", 1
name, "West Seaplane Lagoon", 1
amenity, "pharmacy", 7
website, "http://plankoakland.com/", 1
name, "Tú T`ài 3", 0
name, "Citi Trends", 0
name, "China Gourmet Express", 0
wetland, "saltmarsh", 1
proposed:building:levels, "7", 1
name, "Steel Rail Cafe", 0
website, "http://www.pawsnclawsoakland.com/", 1
note, "internet cafe", 0
name, "East Bay Mediation Services", 0
tiger:name_base, "Coleport Landing", 1
name, "Shooting Star Cafe", 0
name, "Oakland Oral & Maxillofacial Surgery", 0
name, "49th Avenue", 2
website, "http://www.locksmithoakland.com", 0
name, "Ratto's International Market and Deli", 0
addr:street, "West Ranger Avenue", 0
noaa:geohash, "46b7a4ad55cd", 0
tiger:name_base, "Barner", 2
name, "Mitchell Street", 3
name, "Elliot Street", 1
name_1, "Judd Street", 1
tiger:name_type, "Ave; St", 7
tiger:name_base, "Todd", 1
maxspeed, "35 mph", 48
addr:housenumber, "1003", 1
addr:housenumber, "1004", 1
addr:housenumber, "2337", 1
addr:housenumber, "1006", 1
name, "Capetown Drive", 1
name, "Allendale Park", 1
addr:housenumber, "1000", 2
name, "Cafe 88", 0
name, "Le's Auto Body & Engine Repair", 0
addr:housenumber, "1001", 1
addr:housenumber, "1002", 0
tiger:name_base, "Madera", 1
name, "Park House", 1
tiger:name_base, "Larchmont Isle", 1
tiger:name_base, "Wright", 3
name, "Woodruff Avenue", 4
name, "52nd Avenue", 3
addr:housenumber, "3658", 1
addr:housenumber, "2327", 1
exit_to, "Fruitvale Avenue", 0
tiger:name_base, "Via Bahia", 1
name, "Kinkaid Court", 1
gnis:feature_id, "226118", 1
amenity, "school", 72
name, "Biryani Kabab", 0
AREAID, "110167290227", 1
website, "http://eastbaymeditation.org", 0
tiger:name_base, "Damon", 1
name, "Rose of Sharon Home", 1
phone, "(510) 532-5528", 1
addr:housenumber, "3650", 1
addr:housenumber, "2321", 0
name, "Mound Street", 1
old_name, "Esther's Orbit Room", 0
turn:lanes, "|through;right", 1
name, "Loa-an's Beauty Parlour", 1
tiger:name_base, "Hibbard", 1
name, "Beauty Island Skin & Body Care Center", 1
description, "Park and ride", 3
landuse, "farm", 2
name, "3rd & East 15th (Re:Generation)", 0
leisure, "marina", 14
addr:housenumber, "1020", 1
addr:housenumber, "2350", 1
shop, "games", 0
name, "Penniman Avenue", 3
name, "Hesket Road", 1
name, "West End Branch Alameda Free Library", 0
name, "Mong Hoang Cafe", 1
gnis:county_name, "Alameda", 9
fence_type, "chain_link", 1
addr:housenumber, "1028", 1
addr:housenumber, "1021", 1
website, "http://familyplanningspecialists.com/", 0
aeroway, "abandoned", 2
name, "El Palacio", 0
operator, "city of oakland", 0
name, "Heinold's First And Last Chance Saloon", 0
name, "Lincoln Square", 1
name, "Faculty Villiage", 1
name, "Sloan Street", 1
addr:housenumber, "1018", 1
addr:housenumber, "1019", 0
name, "Perfect Hair Cut", 0
note, "new construction started Dec 2017", 1
addr:street, "Magnolia Street", 0
traffic_calming, "dip", 0
tiger:name_base, "Amber Isle", 1
cuisine, "chicken", 1
name, "Ebenezer Church of God in Christ", 0
image, "https://lh5.googleusercontent.com/-yVLr3EOjXrE/TxxsQchXP7I/AAAAAAAAAZU/VnpMus0ZiIc/s640/IMG_20120119_172715.jpg", 0
addr:housenumber, "1011", 1
addr:housenumber, "1007", 0
cuisine, "breakfast", 1
addr:housenumber, "1009", 0
tiger:name_base, "Wisconsin", 1
fee, "Private", 3
AREAID, "110167290250", 1
AREAID, "110167290255", 1
gnis:feature_id, "227459", 0
FIXME, "Possibly extends around most of the bay", 1
name, "8th Avenue", 5
ref, "6 (13)", 0
noaa:geohash, "46b5c90840f2", 0
name, "Wood Street", 4
addr:housenumber, "2603 Suite A", 1
tiger:name_base, "Jay", 1
name, "Delicieuse Princesse Bakery", 0
name, "Jack in the Box", 1
caltrans:type, "SC", 1
name, "LG Supermarket", 0
addr:street, "Brush Street", 1
name, "Merchant's", 0
tiger:name_base, "Sonoma", 2
website, "http://www2.oaklandnet.com/Government/o/opr/s/RotaryNatureCenter/index.htm", 1
name, "Waterford Place", 1
name, "South Mall", 1
acres, "44.7748275359", 1
description, "Office building.", 1
tiger:name_base, "Brooklyn", 3
tiger:name_base_1, "3rd", 3
name, "Big Dish Restaurant", 0
tiger:name_base, "Collins", 1
name, "Adelphian Way", 1
turn:lanes, "merge_to_right||", 6
wikidata, "Q5487030", 1
turn:lanes, "left|left;through||", 2
name, "Island Drive", 28
turn:lanes, "merge_to_left|", 1
name, "Shoe House", 0
amenity, "cafe", 5
name, "Robinson House", 1
longitude, "-122.2615341", 1
gnis:edited, "02/21/2007", 0
name, "Lincoln School", 0
tiger:name_base, "La Campania", 1
internet_access, "wlan", 3
name, "City of Oakland - Clay & 16th", 0
bicycle, "no", 172
hist_name, "Cafe Sahara", 1
seamark:name, "East Front Range", 0
name, "Road B", 1
name, "Snow Park Restroom", 0
name, "Road A", 1
name, "Beacon Day School", 0
name, "East Bay Family Dentistry", 0
name, "Speisekammer", 0
name, "Stargell Avenue", 2
addr:housename, "Lionel J. Wilson Building", 1
outdoor_seating, "yes", 0
wikidata, "Q7074020", 1
name:en, "Hanger One Vodka", 0
name, "Center Street", 2
phone, "+1-510-839-4227", 0
AREAID, "110167290181", 1
shop, "comics", 0
name, "Plank", 1
building, "garage", 33
phone, "519-523-2583", 0
note, "Temporary taxiway while W1 and W2 were closed in summer 2014.", 1
historic:amenity, "parking", 2
name, "Norgren Street", 1
wikidata, "Q7074010", 1
addr:housenumber, "8400", 2
tiger:name_base, "Cottage", 1
note, "built after 2006, hence not visible on Yahoo 2006 imagery", 2
natural, "wetland", 14
name, "1314 Franklin St", 1
destination, "12th Street", 1
name, "Balleybay", 1
tiger:name_base, "Hegenberger", 54
name, "Emerson Terrace", 1
name, "Greenwald Lane", 1
tiger:name_base, "Lakeshore", 11
cuisine, "lao", 1
name, "Park Blvd & 38th St", 0
name, "East Bay Express", 1
name, "Pho King Noodle House", 0
name, "Inter-Tribal Friendship House", 1
source, "Bing;local_knowledge", 1
name, "JingleTown Recording", 0
note, "path is underwater at high tide", 1
admin_level, "6", 3
name, "Levy's Bagels", 0
name, "Flora Vista", 2
admin_level, "8", 1
name, "Jack London Kitchen & Bath", 0
tiger:name_base, "El Portal", 1
gnis:feature_id, "1670853", 0
name, "Indian Bay", 2
name, "Santa Cruz Lane", 1
tiger:name_base, "Mastick", 1
turn:lanes:forward, "merge_to_right|", 6
type, "nonprofit", 0
tiger:name_base, "Marina Village", 36
stateofrepair, "broken", 0
name, "East Bay Coin Laundry", 0
addr:housenumber, "625", 1
gnis:feature_id, "1670856", 1
name, "Bayo Street", 1
name, "Fremont Drive", 1
name, "House of Bagels", 0
tiger:name_base, "Fern", 1
name, "Aztec", 1
tiger:name_base, "Walter", 1
tiger:name_base, "28th", 7
tiger:name_base, "Heron", 1
name:ja, "オークランド国際空港", 1
name, "Haile Street", 1
name, "Encinal Yacht Club", 1
name, "SOHO Hair Salon", 0
name, "Cafe 15", 0
addr:housenumber, "630", 0
name, "Lyman Road", 1
alt_name, "West Coast Macaroni Building Loft Apartments", 1
gnis:feature_id, "1670844", 1
name, "Rudsdale Street", 3
cycleway, "lane", 567
hist_name, "Pacific Gas and Electric Company Building", 1
name, "San Antonio Neighborhood Health Clinic", 0
name, "Glascock Street", 1
foot, "yes", 483
turn:lanes:backward, "through|right", 2
gnis:feature_id, "1670847", 1
tiger:tlid, "125007275", 1
name, "Invincible Court", 1
destination, "San Leandro;Almeda", 1
note, "TODO", 1
community, "OFM", 1
tiger:name_base, "Inyo", 2
addr:housenumber, "600", 0
name, "Middle Harbor Road", 24
addr:housenumber, "601", 1
name, "West Oakland Middle School", 1
name, "Child Care Center", 1
historic:name, "First Church of Christ Scientist", 1
addr:street, "East 9th Street", 1
turn:lanes, "left|left", 5
name, "Date Street", 1
name, "North Mall", 1
contact:website, "http://www.postalplusoakland.com/", 1
name, "Zio Ziegler", 0
name, "Mimi's Custom Design & Alterations", 0
tiger:name_base, "Pierson", 1
name, "Oakland Jack London Square - South San Francisco", 1
tiger:name_base, "Tullamore", 2
name, "Kim Hoa Jewelery", 0
shop, "clothes;_wedding", 3
shop, "second_hand", 1
step_count, "8", 1
exit_to, "12th Street", 0
destination, "35th Avenue", 2
name, "Poplar Way", 1
name, "Fox", 1
name, "Union Street", 9
name, "City Team Ministries", 1
name, "Peroly Court", 1
name, "Wyman Street", 1
amenity, "car_sharing", 1
name, "Corvair Street", 1
addr:street, "Jack London Square", 0
tiger:name_base, "Sea Bridge", 2
addr:housenumber, "609", 1
tiger:name_base, "Yorkshire", 2
turn:lanes:backward, "left||", 46
addr:housenumber, "666", 1
shop, "car_repair", 27
name, "Love My Nails and Hair", 0
name, "Angel Fish", 0
phone, "+1-510-479-0532", 0
name_1, "Bar 355", 0
name, "Moonstar Florist", 0
addr:housenumber, "661", 1
website, "http://www.hive-cafe.com/", 0
generator:place, "roof", 0
addr:housenumber, "659", 1
ref, "AG-25", 1
tiger:tlid, "125007220", 1
cuisine, "international", 0
name, "Children's Center", 1
name, "The Look", 0
name, "Oakland Metro Operahouse", 1
tiger:name_base, "63rd", 2
tiger:name_base, "Silva", 1
gnis:feature_id, "223831", 1
exit_to, "MacArthur Boulevard", 0
name, "Cleveland Elementary School", 1
addr:housenumber, "8460", 0
latitude, "+37.7826169", 1
name, "Hoan Gau Co", 0
name, "Sterling Avenue", 1
name, "St. Anthony's Church", 1
bench, "no", 0
addr:housenumber, "670", 1
addr:street, "35th Avenue", 1
name, "Zorah Street", 1
shop, "optician", 0
tiger:name_base, "76th", 1
created_by, "JOSM", 2
shop, "retail", 0
name, "Christ Episcopal Church", 1
name, "McKinley Park", 1
access, "disabled_only", 1
name, "Annie's Deli", 0
name, "San Juan Street", 1
name, "Melrose Leadership Academy", 1
name, "7th Avenue", 6
tiger:name_type_1, "Way", 6
exit_to, "7th Street;West Grand Avenue", 0
tiger:name_base, "Wellington", 1
name, "1300 Clay Street Building", 1
name, "Acute Care Tower", 1
name, "Subpar Miniature Golf", 0
history, "Retrieved from v1", 2
exit_to, "35th Avenue", 0
turn:lanes, "slight_left", 1
source, "http://www.yelp.com/biz/woods-bar-and-brewery-oakland-3", 0
name_1, "1st St", 1
width, "1 ft", 1
historic:name, "Western Service Workers Association Mural", 0
building, "condominiums", 1
addr:housenumber, "650", 0
phone, "1-510-337-1091", 0
name, "Geranium Cottage", 1
name, "Portwood Avenue", 1
tiger:tlid, "125007254", 1
csp:unitcode, "258", 1
name, "Chanco Housewares and Restaurant Supply", 0
amenity, "telephone", 0
name, "4th Street", 9
name, "Posey Tube Bike Path", 1
tiger:name_base, "50th", 4
gnis:feature_id, "221227", 0
name, "Kamakura", 0
name, "Market Green", 0
name, "Glenview", 1
name, "Jack London Square Parking Center", 1
name, "11th Avenue", 4
name, "Lucky", 2
noaa:taghash, "7852b50f4c581710691299d2102ca59d2ff66ddc", 0
name, "Douglas A-4 Skyhawk", 0
name, "The Landing @ Jack London", 1
website, "http://bluedotcafeandcoffeebar.com/", 0
name, "Financial Center Building", 1
FMMP_modified, "no", 4
tiger:name_base, "Herrier", 1
tiger:name_base, "Gould", 1
name, "Worden Way", 1
name, "Laguna Way", 1
name, "Paru Street", 1
addr:housenumber, "2671D", 0
gnis:feature_id, "221215", 1
addr:housenumber, "2671B", 0
addr:housenumber, "2671C", 0
old_name, "APL Building", 1
addr:housenumber, "2671A", 0
tiger:name_base, "Liese", 1
tiger:name_base, "8th", 22
alt_name, "Social Security Administration", 1
turn:lanes, "left|through|through||right", 1
tiger:name_base, "Princeton", 1
cuisine, "coffee_shop", 1
noaa:lnam, "f2ff0fb6", 0
name, "Swell Bar", 0
addr:street, "12th Street", 4
club, "nature", 1
gnis:feature_id, "223870", 0
phone, "1-510-444-8356", 0
name, "ABP  Repair", 1
name, "Roth Lane", 2
name, "The Ellington", 1
addr:housenumber, "685", 1
addr:housename, "Churros Mexicanos", 1
operator, "Oakland Unified", 2
addr:housenumber, "8450", 0
tiger:name_base, "Ravens Cove", 1
name, "Youth Radio Arts Venue", 0
tiger:name_base, "Ennismore", 1
tiger:name_base, "Ivy", 5
name, "Waters Edge Skilled Nursing Facility", 1
name, "Richards Lodge", 1
addr:housenumber, "7127", 1
name, "Nea Community Learning Center", 1
